--- Available filters and text transformations: colorize, debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
INIT Serial
0	0.00	0
1	0.00	20
2	0.00	40
3	0.00	60
4	0.00	80
5	0.00	100
6	0.00	120
7	0.00	140
8	0.00	160
9	0.00	180
10	0.00	200
11	0.00	220
12	0.00	240
13	0.00	5
14	0.00	25
15	0.00	45
16	0.00	65
17	0.00	85
18	0.00	105
19	0.00	125
20	0.00	145
21	0.00	165
22	0.00	165
23	0.00	165
24	0.00	165
25	0.00	165
26	0.00	165
27	0.00	165
28	0.00	165
29	0.00	165
30	0.00	165
31	0.00	165
32	0.00	165
33	0.00	165
34	0.00	165
35	0.00	165
36	0.00	165
37	0.00	165
38	0.00	165
39	0.00	165
40	0.00	165
41	0.00	165
42	0.00	165
43	0.00	165
44	0.00	165
45	0.00	165
46	0.00	165
47	0.00	165
48	0.00	165
49	0.00	165
50	0.00	165
51	0.00	165
52	0.00	165
53	0.00	165
54	0.00	165
55	0.00	165
56	0.00	165
57	0.00	165
58	0.00	165
59	0.00	165
60	0.00	165
61	0.00	165
62	0.00	165
63	0.00	165
64	0.00	165
65	0.00	165
66	0.00	165
67	0.00	165
68	0.00	165
69	0.00	165
70	0.00	165
71	0.00	165
72	0.00	165
73	0.00	165
74	0.00	165
75	0.00	165
76	0.00	165
77	0.00	165
78	0.00	165
79	0.00	165
80	0.00	165
81	0.00	165
82	0.00	165
83	0.00	165
84	0.00	165
85	0.00	165
86	0.00	165
87	0.00	165
88	0.00	165
89	0.00	165
90	0.00	165
91	0.00	165
92	0.00	165
93	0.00	165
94	0.00	165
95	0.00	165
96	0.00	165
97	0.00	165
98	0.00	165
99	0.00	165
100	0.00	165
101	0.00	165
102	0.00	165
103	0.00	165
104	0.00	165
105	0.00	165
106	0.00	165
107	0.00	165
108	0.00	165
109	0.00	165
110	0.00	165
111	0.00	165
112	0.00	165
113	0.00	165
114	0.00	165
115	0.00	165
116	0.00	165
117	0.00	165
118	0.00	165
119	0.00	165
120	0.00	165
121	0.00	165
122	0.00	165
123	0.00	165
124	0.00	165
125	0.00	165
126	0.00	165
127	0.00	165
128	0.00	165
129	0.00	165
130	0.00	165
131	0.00	165
132	0.00	165
133	0.00	165
134	0.00	165
135	0.00	165
136	0.00	165
137	0.00	165
138	0.00	165
139	0.00	165
140	0.00	165
141	0.00	165
142	0.00	165
143	0.00	165
144	0.00	165
145	0.00	165
146	0.00	165
147	0.00	165
148	0.00	165
149	0.00	165
150	0.00	165
151	0.00	165
152	0.00	165
153	0.00	165
154	0.00	165
155	0.00	165
156	0.00	165
157	0.00	165
158	0.00	165
159	0.00	165
160	0.00	165
161	0.00	165
162	0.00	165
163	0.00	165
164	0.00	165
165	0.00	165
166	0.00	165
167	-50.00	165
168	0.00	165
169	0.00	165
170	0.00	165
171	0.00	165
172	0.00	165
173	0.00	165
174	0.00	165
175	0.00	165
176	0.00	165
177	0.00	165
178	0.00	165
179	0.00	165
180	0.00	165
181	0.00	165
182	0.00	165
183	0.00	165
184	0.00	165
185	0.00	165
186	0.00	165
187	0.00	165
188	0.00	165
189	0.00	165
190	0.00	165
191	0.00	165
192	0.00	165
193	0.00	165
194	0.00	165
195	0.00	165
196	0.00	165
197	0.00	165
198	0.00	165
199	0.00	165
200	0.00	165
201	0.00	165
